StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Prolific ID,STATUS,Public Sector,Public Sector_DO,Budgeting,Budgeting_DO,Safety Buffer,Safety Buffer_DO,Scenario1_Answer_1,Scenario1_Explainer,Scenario1_ComprCheck,AI_Updates_1,AI_Resubmission13_1,AI_Resubmission14,NoAI_Updates_1,NoAI_Resubmission13_1,NoAI_Resubmission14,Manip_Check,WorkExp_1,Your Background,Feedback,PROLIFIC_PID,FL_23_DO,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Scenario1_FinalAnswer
08/03/2024 16:00,08/03/2024 16:09,IP Address,86.163.202.145,100,568,TRUE,08/03/2024 16:09,R_1uQsAJz95pmZicV,,,,,50.5106,-4.3146,anonymous,EN,"Yes, I consent to participate",65e1e16d9f7eaa10f3454025,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,145282,historically budgets appeared to have peaks and troughs so year 10 may be due a peak so i have allowed for  this.132,132033,,,,I will stick to my budgeted expenses,,,No,42,Nurse manager,,65e1e16d9f7eaa10f3454025,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145282
08/03/2024 16:05,08/03/2024 16:10,IP Address,82.30.24.16,100,247,TRUE,08/03/2024 16:10,R_2oRlQ43tHCbsEvf,,,,,53.8554,-1.5492,anonymous,EN,"Yes, I consent to participate",5c7c6a0e28933500015ec7da,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,165389,"I want to compensate for the chance that actual expenses may go up again, as they have in the past been higher on average than in Y9.",132033,,,,I will stick to my budgeted expenses,,,No,12,I work as an ecologist for a company that offers client help with planning applications.,,5c7c6a0e28933500015ec7da,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165389
08/03/2024 16:01,08/03/2024 16:10,IP Address,81.106.231.169,100,508,TRUE,08/03/2024 16:10,R_6FLgfuoAtuErIGe,,,,,52.9538,-1.1571,anonymous,EN,"Yes, I consent to participate",5db1dbb351eb21000c443e58,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,170751,Since y7 there has been a decrease in the forecast of budgeted expenses and this could indicate that budgets are being tightly scrutinised and therefore anything over and above y9 could raise questions. There was a slight difference in the safety buffer amounts from y8 & y9 and it feels safer to keep in line with these figures.,132033,I will stick to my budgeted expenses,,,,,,Yes,20,Managing large portfolios of IT projects/programmes in higher education environment,,5db1dbb351eb21000c443e58,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170751
08/03/2024 16:05,08/03/2024 16:10,IP Address,62.7.228.1,100,268,TRUE,08/03/2024 16:10,R_5mhdPxQl6L9C70b,,,,,51.4032,-0.9207,anonymous,EN,"Yes, I consent to participate",62b35d7693a267af341a1822,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,150375,132k was last year so for an increase in inflation plus a smaller buffer,132033,I will stick to my budgeted expenses,,,,,,Yes,26,Mixture of operational logistics and revenue management ,,62b35d7693a267af341a1822,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150375
08/03/2024 16:01,08/03/2024 16:10,IP Address,86.22.51.30,100,522,TRUE,08/03/2024 16:10,R_5TwrnUUsj6dmcpz,,,,,54.9352,-1.5675,anonymous,EN,"Yes, I consent to participate",5c1415603b61bc00016b3806,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,162976,"keeping a high safety buffer while lowering expenses enough that, to the public, it looks like an improvement on the previous years spending ",132033,,,,I will stick to my budgeted expenses,,,No,14,I have been in employment in various customer service and office jobs for over 14 years ,,5c1415603b61bc00016b3806,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162976
08/03/2024 16:01,08/03/2024 16:10,IP Address,2.223.9.84,100,507,TRUE,08/03/2024 16:10,R_1EbU8IjcCjMMIRK,,,,,53.4367,-2.9652,anonymous,EN,"Yes, I consent to participate",64428384c2928e0157125891,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,165389,"Looking at previous years, after hitting a peak in Y6, the actual expenses have been coming down. based on tht trend it is safe to assume that this year will need less that last year and the buffer is still high enough in case there is anything unexpected",132033,I want to update my budgeted expenses,155201,I have a belief in the abilities of the AI system.,,,,Yes,36,Mainly sales with some customer services and an early background in the army.,,64428384c2928e0157125891,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155201
08/03/2024 15:48,08/03/2024 16:10,IP Address,92.234.58.133,100,1307,TRUE,08/03/2024 16:10,R_3l4trFAyCoQ4XeG,,,,,51.4534,-2.5077,anonymous,EN,"Yes, I consent to participate",63761d26aceed18c21423b5f,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,170483,I kept the budget very similiar to last year (y9).  Last year (y9) produced a large buffer so it seems reasonable to not increase the budget too much and not be able to provide services we would want to.  However the budgets for yr9 and yr8 were lower than previous years so I wouldn't want to lower the amount and not have a high enough budget.  Also the cost of providing services etc generally increase year on year so I wanted to bear that in mind.,132033,I will stick to my budgeted expenses,,,,,,Yes,23,Marketing administration and events planning,,63761d26aceed18c21423b5f,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170483
08/03/2024 16:05,08/03/2024 16:10,IP Address,5.150.100.23,100,293,TRUE,08/03/2024 16:10,R_5GN38Qt7YQDJ6Q8,,,,,51.5026,-0.066,anonymous,EN,"Yes, I consent to participate",57a78015454e5400015f57ec,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,181743,Expenses are dropping year upon year. I am just continuing this trend.,132033,I want to update my budgeted expenses,177721,AI prediction,,,,Yes,32,Accountant,An enjoyable experience,57a78015454e5400015f57ec,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177721
08/03/2024 16:00,08/03/2024 16:10,IP Address,86.184.196.130,100,636,TRUE,08/03/2024 16:10,R_1sYdebxvqd8C0av,,,,,54.8673,-6.498,anonymous,EN,"Yes, I consent to participate",5c75c7c92c662600014eb328,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,180134,"I have allowed just over 180,000 including a safety buffer of 42000. I have allowed for the new budget and am allowing in general for cost of living increases in materials, wages and spending in general.",132033,I will stick to my budgeted expenses,,,,,,Yes,41,I am an IT professional.,,5c75c7c92c662600014eb328,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180134
08/03/2024 15:56,08/03/2024 16:10,IP Address,81.157.155.46,100,855,TRUE,08/03/2024 16:10,R_5icAI0IAonWumXf,,,,,53.797,-2.9305,anonymous,EN,"Yes, I consent to participate",56bb120a724769000cb7462b,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,180134,"Budgeted expenses seem to be usually around the 180,000 mark. The was and increase years 5,6, and 7, possibly due to extra work which seems to be completed?  ",132033,,,,I will stick to my budgeted expenses,,,No,30,I completed a graduate programme in general management for a UK Blue chip and have since worked in PR and Marketing and HR management.,All worked well.,56bb120a724769000cb7462b,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180134
08/03/2024 16:03,08/03/2024 16:10,IP Address,209.93.113.29,100,461,TRUE,08/03/2024 16:10,R_2E7foNbpzJA8OyZ,,,,,54.3506,-1.7098,anonymous,EN,"Yes, I consent to participate",5964ee31b752840001ca4ba4,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,180938,There will be some overall increase in cost which is a reality. To maintain a buffer it’s useful to come in under budget. In reality we all expect there will be rises so it’s better to be under budget than overspending ,132033,I will stick to my budgeted expenses,,,,,,Yes,27,"IT Manager responsible for maintains system , project work and staff development ",,5964ee31b752840001ca4ba4,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180938
08/03/2024 16:04,08/03/2024 16:11,IP Address,90.203.223.37,100,414,TRUE,08/03/2024 16:11,R_4ghCUWoLtfNHW8m,,,,,52.2486,0.1097,anonymous,EN,"Yes, I consent to participate",5a4cc0ecac413f0001e60aa3,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,185228,I have gone in between the last two year's budgeted expenses as expenses have been decreasing.,132033,I will stick to my budgeted expenses,,,,,,Yes,20,Content delivery lead for a team of freelance writers.,,5a4cc0ecac413f0001e60aa3,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185228
08/03/2024 16:02,08/03/2024 16:11,IP Address,212.132.163.235,100,542,TRUE,08/03/2024 16:11,R_8LpasxDTSBFRsMF,,,,,51.5999,-0.5497,anonymous,EN,"Yes, I consent to participate",58cc4c53efb64f0001359761,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,230000,"I took an average of the Budgeting expenses over the 9 years and added an inflation factor of 5%. This yielded 203,177. Then I did the same for the buffer zone(along with an inflation factor). This game me 37,850. I added them together for the final budge. But this was greater than what could be selected on the sliding bar above. So I just picked the maximum. ",132033,I want to update my budgeted expenses,195147,"I trust the AI more than my calculations, so I gave myself a small buffer above what AI had come up with. ",,,,Yes,10,I am a freelance artist who does book covers and designs. ,,58cc4c53efb64f0001359761,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195147
08/03/2024 16:02,08/03/2024 16:11,IP Address,2.102.145.51,100,526,TRUE,08/03/2024 16:11,R_6qh72l9Cig6W73Z,,,,,51.558,0.2245,anonymous,EN,"Yes, I consent to participate",609cf52f307e706d751a9f22,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,160831,I can see that budget has increased from year 8 to year 9 so I supposed this is the new trend,132033,I will stick to my budgeted expenses,,,,,,Yes,13,"I work as project management officer, and make sure that project are on time, within scope and cost",,609cf52f307e706d751a9f22,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160831
08/03/2024 16:05,08/03/2024 16:11,IP Address,1.158.25.223,100,337,TRUE,08/03/2024 16:11,R_4DoqhS0RX8nyGyY,,,,,-33.8715,151.2006,anonymous,EN,"Yes, I consent to participate",65ae4eaa15de67d9e1608345,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,142332,"Following inflation and economic growth, the budget should grow year on year so I have chosen a higher budget. However, I have not raised it considerably due to current economic situations across the world.",132033,,,,I will stick to my budgeted expenses,,,No,4,"My experience is primarily retail, aside from a year as a data engineer/analyst before I commenced my PhD.",,65ae4eaa15de67d9e1608345,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142332
08/03/2024 16:02,08/03/2024 16:11,IP Address,90.220.182.209,100,512,TRUE,08/03/2024 16:11,R_733j1jt1A5o91dz,,,,,51.5284,-3.4068,anonymous,EN,"Yes, I consent to participate",5fa712fa5343d542bec31396,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,168907,I budgeted the amount I did as I can see that the actual expenses are reducing year on year. My guess is that it maybe coming towards the end of the project. I aimed for a similar percentage difference for the actual/budget compared to the previous year. I feel I have accounted for enough of a safety buffer. I want enough of a safety buffer to not disappoint the citizens of Carlton City. ,132033,,,,I will stick to my budgeted expenses,,,No,17,Part qualified accountant currently working as a business analyst in Central government technology department. ,,5fa712fa5343d542bec31396,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168907
08/03/2024 16:05,08/03/2024 16:11,IP Address,51.52.178.38,100,343,TRUE,08/03/2024 16:11,R_8fjknSWRLSdbasG,,,,,51.5005,-0.1905,anonymous,EN,"Yes, I consent to participate",5ca211909ca7f60001258121,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,160563,"the last 2 years there has been a buffer of about 40,000. if we reduce the budget the citizens will be happy as it looks like you are making cuts. and also this still leaves enough for a buffer",132033,,,,I will stick to my budgeted expenses,,,No,23,youth work working for charities,,5ca211909ca7f60001258121,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160563
08/03/2024 16:03,08/03/2024 16:11,IP Address,92.24.146.162,100,508,TRUE,08/03/2024 16:11,R_4PxrxuPDjNkSYoh,,,,,51.3603,-0.6815,anonymous,EN,"Yes, I consent to participate",5ac4b010f69e940001d97645,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,170751,"I have budgeted a similar amount to the previous years budget to allow for a safety buffer, but would expect actual expenses to come in at a lower amount and make it appear that I have spent tax payers money in an economical manner.",132033,,,,I will stick to my budgeted expenses,,,No,20,I have mainly worked in administrative roles within non-profit organisations.,,5ac4b010f69e940001d97645,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170751
08/03/2024 15:54,08/03/2024 16:12,IP Address,81.107.164.147,100,1090,TRUE,08/03/2024 16:12,R_3k9JWO1CyNN8MHD,,,,,53.7881,-1.6008,anonymous,EN,"Yes, I consent to participate",6159ac2d4916fb5916904f5e,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,180134,"It has only been above 180000 3 times in the past 9 years and recently the spend has been going down as last year only spent 132033 in total i think 180,000 would allow a decent buffer ",132033,I want to update my budgeted expenses,175040,I have slightly reduced the buffer by reducing it be approx 5000 this is as judging by past data and the AI prediction for this year this should be plenty of buffer and be similar to past years. the spending has been on a downward projection in the past few years so don't expect a big spike in the next economic year. It is important to have a decent buffer however as there is always the unexpected within a business and economic environment.,,,,Yes,6,I am an It consultant ,,6159ac2d4916fb5916904f5e,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175040
08/03/2024 15:57,08/03/2024 16:12,IP Address,124.169.145.51,100,907,TRUE,08/03/2024 16:12,R_4eXkansrmVv0WyC,,,,,-42.8675,147.3587,anonymous,EN,"Yes, I consent to participate",63fab901a6a29bd9c8b39f89,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,221957,"Without knowing what the actual expenses would be, I erred on the safe side and aimed to match the highest actual expenses from the past 9 years, which was 194348. I've budgeted 221957, which is fairly close to the budgeted expenses that year and includes a buffer of around 27609. It's possible the buffer should be larger, but since I've picked the highest figure of the actual expenses from the past 9 years, I've reasoned that it should be okay, since expenses are highly unlikely to exceed that figure.",132033,I will stick to my budgeted expenses,,,,,,Yes,10,I've worked as a researcher and tutor in the arts and humanities department of a university.,"I found the study very challenging, as I'm not great with numbers! But I did think about my answers very carefully. Best wishes for the research!",63fab901a6a29bd9c8b39f89,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221957
08/03/2024 16:02,08/03/2024 16:12,IP Address,146.90.191.172,100,567,TRUE,08/03/2024 16:12,R_4DnHZeDGZXi3gZ3,,,,,54.3506,-1.7098,anonymous,EN,"Yes, I consent to participate",58713c5e58ca4c00018ce3ea,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,160026,Actual expenses have been in decline for the past 2 years and therefore I felt budgeted expenses could be lowered too and it would still allow a reasonable buffer.,132033,I will stick to my budgeted expenses,,,,,,Yes,30,Trained as a Financial Accountant and moved into Forensics.,,58713c5e58ca4c00018ce3ea,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160026
08/03/2024 16:03,08/03/2024 16:12,IP Address,109.145.106.20,100,535,TRUE,08/03/2024 16:12,R_4QneDiSO2Ls1E1e,,,,,52.5794,-2.0861,anonymous,EN,"Yes, I consent to participate",6012d27152fa5e09eb6a29e0,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,150375,I can see a downward trend but to leave a buffer zone I have based my decision on the chance it could go back up to the year before lasts level.,132033,,,,I will stick to my budgeted expenses,,,No,25,I work in government for a payments team,,6012d27152fa5e09eb6a29e0,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150375
08/03/2024 16:04,08/03/2024 16:12,IP Address,208.184.82.35,100,514,TRUE,08/03/2024 16:12,R_7BlEc6HRYoriSit,,,,,41.151,-85.125,anonymous,EN,"Yes, I consent to participate",61087501fcd2e262d8a6621a,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,180670,"By creating a rough mean average between year 8 and year 9, the budget did not require an extreme increase past 180k, but could potentially use a buffer on an extra 10k from the year before to ensure financial safety without waste.",132033,,,,I will stick to my budgeted expenses,,,No,3,I have professional experience in various administrative tasks as well as light experience in registration and reception. ,,61087501fcd2e262d8a6621a,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180670
08/03/2024 15:57,08/03/2024 16:12,IP Address,78.147.191.18,100,917,TRUE,08/03/2024 16:12,R_4CUH13ymfF7ZThO,,,,,55.8483,-4.3481,anonymous,EN,"Yes, I consent to participate",5d59b9c062caf9001da76564,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,161635,There is usually a large safety buffer but in the historical data there is a clear downward trend in expenses. Whilst one doesnt want to make this too low the size of the safety buffer in the previous few years was much larger then when budgets were higher and so it is expected that the budget will be manageable but it seems safe to forecast a slightly lower expense and not too much,132033,,,,I will stick to my budgeted expenses,,,No,20,Business development and sales in high value instrumentation,,5d59b9c062caf9001da76564,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161635
08/03/2024 16:05,08/03/2024 16:12,IP Address,92.40.216.43,100,410,TRUE,08/03/2024 16:12,R_2mKOSeURKVrxQVl,,,,,51.4717,-0.1161,anonymous,EN,"Yes, I consent to participate",5c5b66cb3312f1000112f694,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,189950,It provides an adequate buffer based on recent history.,132033,,,,I will stick to my budgeted expenses,,,No,17,Lettings,,5c5b66cb3312f1000112f694,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189950
08/03/2024 15:57,08/03/2024 16:12,IP Address,82.32.0.59,100,946,TRUE,08/03/2024 16:12,R_7woeUns2M4rlprb,,,,,51.5323,0.7101,anonymous,EN,"Yes, I consent to participate",5b04a22ea496b300013d9409,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,170214,"I budgeted a little less than Y9 because the trend for the past 2 years shows that there is a decrease in the amount of the actual expenses. However, because it's quite a recent trend, and therefore not steady yet, I elected to be prudent and not to make the budget much lower than the previous year, just in case something happens that causes the trend to change.",132033,I will stick to my budgeted expenses,,,,,,Yes,17,My background is in art and customer service.,,5b04a22ea496b300013d9409,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170214
08/03/2024 16:06,08/03/2024 16:12,IP Address,82.30.248.41,100,410,TRUE,08/03/2024 16:12,R_2l0JepCQKmMfKkO,,,,,53.4788,-2.2585,anonymous,EN,"Yes, I consent to participate",5dd012a97b6a661093d36b8e,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,185228,"I feel £185k is a good amount compared to the previous year's actual expenses. Looking at the 2 previous year's, I wouldn't expect the actual expenses to exceed £150k. So I went for 185k to allow for some slippage and so a safety buffer is in place.",132033,,,,I will stick to my budgeted expenses,,,No,9,I work on projects relating to our client reports.,,5dd012a97b6a661093d36b8e,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185228
