Year,Canton,Einwohner in 1000,pro km²,Veränderung in %,Ausländer in %,Altersverteilung in % 0–19,Altersverteilung in % 20–64,Altersverteilung in % 65 und mehr,Städtische Bevölkerung in %,Deutsch,Französisch,Italienisch,Rätoromanisch,Englisch,Römisch-katholisch ,Evangelisch-reformiert,Ohne Religionszugehörigkeit,Siedlungsflächen in %,Landwirtschaftsflächen in %,Wald und Gehölze in %,Unproduktive Flächen in %,Nettoerwerbsquote (15-64-Jährige),Arbeitslosenquote (gemäss SECO),Bruttoinlandprodukt pro Einwohner in Fr.,Veränderung des kantonalen BIP in %,"Beschäftigte, Total in 1000",im 1. Sektor,im 2. Sektor,im 3. Sektor,"Arbeitsstätten, Total",im 1. Sektor.1,im 2. Sektor.1,im 3. Sektor.1,Neu gebaute Wohnungen pro 1000 Einwohner,Leerwohnungsziffer,Personenwagen pro 1000 Einwohner,Hauptverkehrsmittel der erwerbstätigen Pendler in % Öffentlicher Verkehr ,Hauptverkehrsmittel der erwerbstätigen Pendler in % Motorisierter Individualverkehr,Sozialhilfequote,Ärtze im ambulanten Sektor pro 100 000 Einwohner,Spitäler Betten pro 1000 Einwohner,Spitäler Hospitalisierungsrate der Akutpflege (pro 1000 Einwohner) ,Ohne nachobligatorische Ausbildung (ab 25 Jahren),Sekundarstufe II (ab 25 Jahren),Tertiärstufe (ab 25 Jahren),FDP,CVP,SP,SVP,BDP,EVP/CSP,GLP,PdA/Sol.,GPS,Kleine Rechtsparteien,Anzahl Privathaushalte in 1000,Durchschnittliche Haushaltsgrösse in Personen,Wohneigentumsquote,Bevölkerungsbewegung (in ‰) Rohe Heiratsziffer,Bevölkerungsbewegung (in ‰) Rohe Scheidungsziffer,Bevölkerungsbewegung (in ‰) Rohe Geburtenziffer,Bevölkerungsbewegung (in ‰) Rohe Sterbeziffer,Veränderung in %.1,Veränderung in %.2,Anteil Biofläche an der gesamten landwirtschaftlichen Nutzfläche in %,Landwirtschaftliche Nutzfläche pro Betrieb in ha,Durchschnittliche Wohnfläche pro Bewohner in m²,Ankünfte in Hotels und Kurbetrieben in 1000,Logiernächte in Hotels und Kurbetrieben in 1000,Spitäler Durchschnittliche Spitalaufenthaltsdauer bei der Akutpflege in Tagen,Hochschulabschlussquote,gemäss Strafgesetzbuch (StGB) ,gemäss Betäubungsmittelgesetz (BetmG) ,gemäss Ausländergesetz (AuG)
2017,SG,499.065,255.7995899539,4.2091679595,23.5145722501,20.7774538387,61.7610932444,17.461452917,81.3218719005,88.7833671849747,1.214075850190807,3.484226421648326,0.2824722472826217,3.0944098959363555,45.56559579692875,21.321468373239675,17.17098375603661,9.5571543238,46.4975649151,30.4988846375,13.4463961236,82.14080246756056,2.5170903665,72624.13073,1.4796,294.268,11.784,88.523,193.961,38294.0,4260.0,6821.0,27213.0,5.834731679,1.7729270978,548.7168834102,19.636051438063426,53.826312547826575,2.2,190.5563403565,4.5253961083,125.3509309755,21.70912306375381,51.94267326984414,26.34820366640205,14.2935,16.5525,14.1798,35.7979,3.6347,1.7509,4.8875,0.0,5.746,1.2088,213.233,2.2961596001,41.2,5.1804774201,1.8816169442,10.7811022134,7.9305329539,24.196645756,-4.3258853929,11.4409898636,17.4014858949,46.87,440.371,967.631,6.559081181,22.48,37.4608732131,8.7450385621,4.3422666107
2017,GR,196.61,27.6705041236,2.0709060798,18.2701795433,18.3820761914,61.5609582422,20.0569655663,43.8736585118,74.71980371371741,1.4661918317273908,13.34282209173525,15.901809216403246,2.8061315642158675,45.078550244762326,32.69095630009886,14.485641801355424,1.9511611541,28.7618578466,27.6409570725,41.6460239268,82.77098165525713,1.7102098555,70967.57584,1.31107,128.322,7.281,26.71,94.331,20787.0,2620.0,3014.0,15153.0,9.066497861,1.5316320503,557.7836088337,16.89879982219588,47.11160912727812,1.3,174.4570469457,5.7484930781,131.6939444371,21.49144070632097,52.3472335079106,26.160642954202487,13.2638,16.8097,17.6204,29.7324,14.4785,0.0,7.8715,0.0,0.0,0.0,89.406,2.1660962352,44.8,4.7287106111,1.8344135991,8.9070971424,8.8357588358,22.8118355776,-6.0242903064,62.0905432794,23.2096622767,45.96,1658.854,4717.301,5.6985666232,27.22,36.174101263,8.2394862318,1.2915675444
2017,AG,653.675,468.5540001004,6.9029185597,24.2319195319,20.3679198378,62.7585573871,16.8735227751,82.8442268712,87.81417647639631,2.137844529041554,4.887677224239631,0.1985716009698193,4.21315545998764,33.40921474622696,25.1182104420138,26.225347683148478,16.9899212935,44.0592613697,36.3973075964,2.5535097404,82.68527439070994,3.1555568183,61959.29325,1.10834,333.142,11.074,97.922,224.146,45066.0,3635.0,7409.0,34022.0,7.6509777971,2.1802567271,585.9158159984,22.992951837556635,56.47899535716284,2.2,165.0667380579,4.5394755711,118.1802543714,19.17358713897881,50.62057839211961,30.206045084340957,15.1447,8.5885,16.0765,37.9949,5.1263,3.3365,5.1764,0.0,5.4699,1.1261,279.813,2.3066369325,48.9,5.0825588628,2.0031533113,10.3267865171,7.4998922208,23.4730848861,-6.9038695986,8.3682987502,17.8506429117,49.42,324.326,701.991,5.310046391,23.03,41.6503300133,5.6843805064,3.6170512819
2017,TG,267.429,309.8291142907,7.6415610761,24.2180167446,20.6002340808,62.687666633,16.7120992862,65.4801835253,89.53192099123667,1.3053193442505495,4.1389594164349335,0.2434873117586211,2.948723115571138,32.661642418624645,33.91860001701617,19.166924148183973,12.2742080261,51.9389617856,21.3895976843,14.397232504,82.76786692752015,2.5275986463,60533.09846,1.93058,132.23,8.864,40.632,82.734,20490.0,2770.0,3649.0,14071.0,7.6478863093,1.7967689543,620.6200968404,16.240363089527154,58.46721238968161,1.8,161.1642716385,5.5942734527,105.6523074473,19.72414871982062,53.22730354069979,27.048547739479584,13.0075,13.1289,12.6932,39.8656,3.761,2.3463,6.1675,0.0,5.4374,3.4295,113.928,2.3124429464,46.9,5.3279413813,1.8186541959,10.4864429308,7.30850475,26.5357031494,-4.8343281651,11.3844223701,18.5963120301,50.69,197.904,418.162,6.2447260322,22.44,41.3789703981,5.2211896122,3.0447460121
2017,TI,351.946,128.4183870803,5.4510371442,27.7480067965,18.4468640075,59.7512118336,21.8019241588,90.4965534485,10.869012321716609,4.8590799874172586,88.51891761650748,0.1257068488933211,3.1821619559470187,67.75371291270389,4.148623595317614,17.75538614961415,5.6470797404,12.9437283314,50.693572762,30.7156191661,73.13448122194728,3.5073278067,82438.45822,2.59928,225.748,3.35,53.192,169.206,37523.0,1214.0,5555.0,30754.0,6.8157881968,1.2070879166,634.3221173469,15.994748958353153,62.31236087593463,2.6,214.521545919,5.4372179711,165.1858215622,25.04998365553469,44.7956181628821,30.154398181583208,23.7298,20.0804,15.9328,11.3039,0.0,0.0,0.8482,0.5203,3.5281,21.6847,160.198,2.1599770284,39.2,4.3285790158,1.9136875649,8.4207948353,9.3804863671,21.6282453856,-16.134531214,16.7444760774,12.6249222124,46.91,1039.753,2180.345,7.0392490578,26.95,47.9645396346,8.2600046238,3.2480598693
2017,VD,773.407,274.148919578,8.4294969304,33.5745603544,22.0625104247,61.651497853,16.2859917223,86.9112899159,6.311160187335796,83.3217517673787,5.267867341887826,0.0573697438728756,8.174047138559951,30.43730723832007,24.22990518981076,30.253430047341634,9.3209970706,42.4078749521,32.1370645132,16.1340634641,78.50764543823514,4.7217016161,68084.26271,2.21146,431.281,13.421,73.876,343.984,58347.0,3951.0,7979.0,46417.0,6.1645868519,0.8086972429,530.2398331595,27.85261133913337,51.70831814652235,4.8,242.8216967263,4.7668496914,132.3219243387,25.2159406309077,37.47396214257544,37.31009722651686,26.8365,4.0533,22.2042,22.5585,1.8085,1.0609,3.8918,2.8771,11.2503,0.8272,333.955,2.263101316,31.2,4.4603620021,2.3428953783,10.926127779,7.2958126935,24.7780972622,-5.1017493504,5.6578625498,29.9048781963,42.36,1278.185,2674.26,6.1859693055,26.76,76.6213231142,14.9767678864,5.855963522
2017,VS,335.696,64.3838296273,7.3595067224,22.9624422096,20.061901244,61.190183976,18.74791478,73.0136790429,25.516243165004827,67.73274722132876,4.17175940816983,0.071937975769272,3.317965762481684,72.82370179764841,5.928308495050213,12.774740002144313,3.5337440691,18.9872472855,23.9763664238,53.5026422216,78.98668577160132,3.9484424003,52532.31818,0.83035,171.865,9.493,38.008,124.364,28652.0,3377.0,4324.0,20951.0,8.5573135039,1.8115393584,631.2910119573,13.008012878269122,63.24707776216047,1.8,156.3914970688,3.9106064284,107.4984250806,30.220745351369896,44.04822424189822,25.73144371014205,18.1378,39.7915,13.2567,22.1426,0.0,1.4139,0.0,0.0,4.8868,0.0,143.235,2.2936223688,57.2,4.4826723439,2.0795284804,9.7294365646,8.168291985,34.6288464343,-10.5499499554,18.6358282899,11.8217853651,44.35,1532.132,3738.426,6.1183659418,25.12,41.300566971,12.7380087593,2.4957575136
2017,NE,178.107,248.4855671973,3.4994334195,25.5750756568,21.4011801894,60.1133026776,18.485517133,88.8078514601,5.229055900790035,87.75105043445153,5.761412001468569,0.0,3.7264927047497314,23.36995689479338,21.09979467235964,42.33080866455447,8.3526537531,41.6947124374,38.4787973974,11.4738364121,79.01942143256998,5.8074312476,83834.80883,2.8993,105.639,2.424,35.899,67.316,13312.0,892.0,2473.0,9947.0,3.2313184117,1.1519721203,542.8107394813,23.24588092117581,56.01245085190039,7.2,206.6173704571,4.0241729717,112.0359561714,28.824282115068232,41.895232115465625,29.280485769466143,24.4252,3.5698,23.6589,20.3845,0.9583,0.0,3.3845,12.2215,9.3088,0.0,80.449,2.1739984338,29.6,4.017623525,2.4533387352,10.0328049652,9.312558731,18.4131471992,-2.4582276266,6.9549442551,38.0860121103,43.91,128.257,223.964,5.9078410183,28.92,87.9505095107,10.3537532355,2.2669982575
2017,GE,484.736,1972.0748576078,5.9034552068,40.6850326776,21.1312962107,62.3665252839,16.5021785054,96.8430238315,5.058756362003047,80.95011323756619,6.730397183807433,0.0453158069901536,11.335120962614017,34.52352283827186,9.386136042015602,38.88201917327106,33.3557665061,39.533153868,12.3937376027,14.7173420232,76.05249061426429,5.5280318043,102112.94446,1.61332,339.95,1.779,46.927,291.244,38662.0,419.0,4307.0,33936.0,3.3285503315,0.4549874812,463.2382668077,39.39838840192074,34.1977623692333,5.5,370.9235542646,5.1546402698,143.2261172848,25.23594170833425,31.512321138428565,43.25173715323719,20.5118,12.0521,19.9357,17.6318,1.0251,0.5886,2.2692,6.0605,11.4676,8.1087,192.973,2.3785244568,18.3,4.7748671945,2.3780792645,11.2002544379,7.0781117967,14.7890758352,-9.546191248,6.8260671142,29.4922702703,36.66,1421.067,2952.659,5.8351359076,28.58,123.1710254826,19.3763943149,21.6491929994
2017,JU,72.782,86.7992033488,3.9267763308,14.3181006293,21.690802671,58.3578357286,19.9513616004,52.2148333379,7.719594874600095,90.3774429359988,3.0599897226780715,0.0,1.926169045369404,67.32806206176339,8.790425514280505,14.474447593946326,6.695603439,48.7365998498,43.5160563313,1.0517403799,77.60439467267022,4.6192109458,64606.10026,3.41638,42.346,3.072,16.089,23.185,6406.0,1085.0,1236.0,4085.0,5.3583759149,2.0929169021,579.8784698246,14.781955321792909,62.72866514464064,2.8,141.5185073232,4.7645352852,117.718547162,31.305383144005933,45.1848381933872,23.509778662606863,16.7815,27.6328,23.7114,12.8474,0.0,6.6153,0.0,3.7786,7.2752,0.0,30.121,2.3762491285,54.2,3.9671607251,2.1351038625,9.6424045402,9.6010799493,37.5888262681,-1.5608816091,12.1990423175,39.3602596474,45.32,65.348,106.699,5.8333333333,27.96,49.82737191,6.6841596465,2.9139621599
2018,ZH,1487.969,895.9135136437,8.3681944376,26.5689674987,19.6942947064,63.4089151051,16.8967901885,99.3188030127,82.2,3.4,5.8,0.3,8.3,26.8,29.2,27.6,21.8601960841,41.6542788559,30.3508112329,6.1347138271,83.5,3.54,96612.78594,2.5,1005.751,11.778,142.905,851.068,117527.0,3808.0,13359.0,100360.0,6.7702110713,0.9031876486,499.1564513401,40.7,36.8,3.2,257.2634242,4.2119612438,144.6609438772,16.1,42.8,41.1,15.3216,4.1839,21.392,30.6816,3.6228,3.1175,8.1599,0.24,6.8892,2.2369,664.087,2.1956264767,29.4,5.7494043616,2.1615269194,11.5428109937,7.2542820133,18.3113142571,-7.5815517286,11.4105925523,21.0431491555,44.5,2976.457,5067.168,5.41388508,22.55,59.842173887,9.4815687687,6.7736207263
2018,BE,1026.513,175.7544160627,4.7673917792,16.0639952928,19.0677565701,60.6265093574,20.3057340725,74.5547304321,84.1,11.0,3.2,0.1,3.6,15.5,51.5,19.7,6.9129442561,42.578783099,31.3323488942,19.1759237507,83.8,2.59,76897.225,0.6,628.477,33.872,131.603,463.002,79820.0,11269.0,11873.0,56678.0,4.7293173449,1.8370993093,518.2533762235,28.0,45.2,4.2,219.6757372,4.820388302,159.3745037812,18.2,51.2,30.6,9.3306,1.8348,19.6774,33.1227,11.756,4.3075,5.9978,0.5208,8.5068,3.2853,463.184,2.169967011,40.3,4.8747649213,2.0391429337,9.8953226914,9.2338732561,19.3141996583,-3.1678490606,11.1798598935,17.9675124485,45.3,2504.688,4913.765,5.043495336,23.96,53.9006548512,13.594330323,2.4649060476
2018,LU,403.397,282.2675333944,6.8290034692,18.3771817837,20.5065977189,62.342060055,17.1513422261,63.7634885733,89.3,1.6,3.3,0.2,3.7,61.9,10.0,16.7,9.6338262081,53.4494535519,29.9320957891,6.9846244509,84.3,1.9,66219.98282,2.1,245.102,13.948,55.912,175.242,31731.0,4835.0,4637.0,22259.0,8.5038193208,1.1270491803,534.3061776197,22.5,51.5,2.3,165.5936955,3.7995154029,130.9627984343,20.1,48.9,31.0,18.4659,23.8516,13.5591,28.515,1.3672,0.631,5.7691,0.0,7.0727,0.0873,172.115,2.2975801063,36.3,5.2832418511,1.5807339941,10.6338020268,7.090863532,31.7187070781,-3.9628974627,8.3945411028,16.3829008598,45.9,1153.595,2021.658,5.522832385,25.23,47.0731915278,6.4299005422,2.2218767084
2018,UR,36.145,34.1848412053,2.0411043984,11.8826947019,20.4094618896,59.9031677964,19.687370314,88.3856688339,93.3,0.7,2.9,0.0,2.7,78.9,4.4,9.7,1.855430642,24.1763448853,20.0984855524,53.8697389204,82.2,1.01,53347.08857,2.2,18.374,1.528,5.366,11.48,2790.0,607.0,420.0,1763.0,5.6431212298,1.9231763429,543.824535068,10.6,58.1,1.3,94.06556924,1.798312353,151.4455664684,27.2,47.4,25.3,0.0,26.8469,0.0,44.0845,0.0,0.0,0.0,0.0,26.2828,0.0,14.981,2.3614578466,50.6,4.6035663773,1.1370254305,9.2071327547,9.6508499958,23.5767326733,-5.5186435755,14.1319775573,11.7261043478,45.3,142.683,243.926,5.022851466,27.43,18.6806771745,2.974453062,2.1960915131
2018,SZ,155.863,183.086067355,6.2243576637,20.7015135087,19.812912622,63.0893797758,17.0977076022,81.9533821369,89.7,2.1,2.9,0.3,6.5,59.8,11.1,19.1,6.0603724547,40.5438146317,33.7367708115,19.6590421021,82.9,1.79,59866.91862,2.9,80.15,4.424,20.614,55.112,15184.0,1698.0,2461.0,11025.0,7.1125878528,1.4475365796,639.0751039956,17.8,58.9,1.4,146.282312,1.9313409225,150.9659123718,19.4,47.9,32.7,20.6033,19.4539,13.0872,42.6342,0.0,0.0,2.815,0.0,1.4064,0.0,66.023,2.3206306893,43.3,5.207190698,1.677657474,10.059492315,7.3107150692,31.4695340502,-3.5009564739,11.4799426034,14.9945539613,48.7,298.694,547.762,4.536301915,23.1,27.2757360815,6.1261705593,2.9981894051
2018,OW,37.378,77.7703799259,5.0386398764,14.677082776,20.437155546,61.6030820269,17.9597624271,27.3770667237,91.0,1.2,2.2,0.0,3.8,71.6,7.8,13.5,3.8296918311,36.857981412,40.6958258601,18.6165008968,84.3,0.89,66018.56327,1.9,21.873,1.728,7.154,12.991,3681.0,669.0,560.0,2452.0,7.1205092243,0.6072016945,594.508576977,15.4,57.4,1.1,120.3916742,2.1611292346,142.1424367275,22.7,50.3,27.0,0.0,0.0,0.0,34.529,0.0,0.0,0.0,0.0,0.0,0.0,15.675,2.3461562998,47.5,4.1367824429,1.558008972,9.9390227523,6.6081070191,34.2142857143,-4.3278133432,32.7627362963,12.1240809969,47.3,338.971,613.672,4.343340611,21.79,42.857913475,3.3175099795,1.7531556802
2018,NW,42.556,176.3321455208,3.734399376,14.1813140333,18.4768305292,62.0758529937,19.4473164771,50.6932042485,91.6,1.3,3.3,0.5,4.9,68.0,9.2,17.5,5.370732768,37.0261651084,33.311589476,24.2915126477,83.4,1.12,70258.57101,1.0,23.59,1.279,6.881,15.43,4109.0,477.0,596.0,3036.0,5.4455445545,1.5479732242,623.0551626591,12.6,63.0,1.0,129.2414701,1.8044369182,134.3876304164,18.5,49.2,32.3,0.0,0.0,0.0,82.8175,0.0,0.0,0.0,0.0,0.0,0.0,18.542,2.2573616654,39.900000000000006,5.2956128789,1.4356994916,9.3673507814,6.9666729429,27.7586206897,-3.4486016629,17.7343944042,13.4206306306,49.0,132.622,215.012,4.721575153,24.88,26.5676567657,3.2531824611,0.9193776521
2018,GL,40.147,58.9789922139,3.9862204724,23.6555657957,19.3613470496,61.2349615164,19.403691434,76.1501482053,87.4,0.9,5.8,0.0,3.5,31.6,32.0,21.3,2.9105816787,30.0424551012,30.8288227828,36.2181404374,83.1,2.12,68115.78405,0.6,21.949,1.098,8.043,12.808,3291.0,395.0,603.0,2293.0,4.3969221545,1.6817190906,580.3687418807,16.9,55.1,1.8,151.9416146,3.536593185,160.6844845194,25.6,53.5,20.9,0.0,0.0,45.0033,0.0,51.4663,0.0,0.0,0.0,0.0,0.0,17.614,2.2360054502,50.4,4.4652323043,1.9956345494,10.3274087933,9.2298097911,17.1462125661,-3.9298049099,27.2903776465,18.4561290323,49.3,60.509,127.633,5.488906982,20.63,33.3766363546,6.1456980114,2.6731288098
2018,ZG,123.948,598.320139023,9.5866672561,27.543001904,20.2609158679,63.2329686643,16.5061154678,100.0,82.5,3.1,4.2,0.2,10.5,51.3,14.1,22.3,13.849440744,43.4250764526,27.3511792552,15.3743035482,81.6,2.42,152708.2308,2.8,109.004,1.882,21.656,85.466,17673.0,607.0,1652.0,15414.0,6.8776917157,0.4330654102,647.9522491689,27.4,45.8,1.7,205.7314358,4.6058888437,134.4838157937,14.6,41.4,44.0,17.6401,26.4429,13.7528,30.4596,0.0,0.0,3.5805,0.0,7.1575,0.0,52.998,2.2985584362,34.5,5.2909192871,1.8124039954,11.1913914874,6.0630196439,27.4971075974,-6.0204914317,14.7832627885,18.6679789104,47.1,141.328,290.642,4.797548491,29.36,44.2464833707,3.725416346,3.9464850083
2018,FR,311.914,195.7684776059,12.0006606988,22.3866193887,22.7036939669,62.0693524497,15.2269535834,74.3448514655,27.4,68.6,2.5,0.0,3.6,60.8,12.4,16.8,8.374566972,56.2532533191,26.9491495001,8.4230302088,81.5,2.77,59406.74362,1.6,149.137,8.961,36.765,103.411,21476.0,3010.0,3376.0,15090.0,8.5701926423,1.3420927851,586.2824878602,17.0,63.1,2.4,138.4997147,2.6364279827,128.670082138,26.9,41.8,31.3,14.1814,22.673,24.1981,25.9348,1.2854,2.4898,3.1944,0.0,5.2855,0.7576,126.351,2.419173572,44.3,4.3979818365,2.0601412714,11.3049445005,6.5291624622,34.6449874928,-4.3107045091,6.2684383027,26.3927974529,44.4,271.787,445.134,5.456552455,29.31,45.3488409912,8.9019420349,5.72755569
2018,SO,269.441,340.870390284,5.5455884427,21.9717860311,19.1923278194,61.6832627551,19.1244094254,86.1431630672,88.8,2.9,4.8,0.2,3.6,33.7,20.8,30.7,13.856801245,42.310563407,42.7420069082,1.0906284398,82.0,2.82,66024.42757,0.9,140.078,4.249,38.583,97.246,18314.0,1451.0,3172.0,13691.0,7.0603337612,2.7924780734,582.0965550376,21.5,57.8,3.7,164.4144729,2.541327062,158.7174928834,21.4,50.3,28.2,21.2244,14.7994,20.0285,28.8292,3.4206,1.2026,3.4502,0.0,5.5553,0.5052,118.616,2.2352296486,51.1,4.9714570437,2.0341171838,9.6704543546,8.4649133447,24.3896900193,-5.7817474853,12.3442988715,23.0942392962,49.3,203.374,391.309,5.146212878,23.73,53.0482174628,7.3643672725,1.9931085737
2018,BS,193.07,5225.1691474966,4.3903757772,35.7611229088,16.9026777853,63.0035738333,20.0937483814,100.0,77.8,5.1,6.5,0.1,9.9,17.9,17.4,47.5,71.0654407788,12.0335316387,12.4121146566,4.4889129259,79.3,3.76,168891.3493,1.2,190.753,0.098,36.953,153.702,17379.0,22.0,1569.0,15788.0,4.0663757644,0.5009771808,343.8485639959,46.0,14.3,6.3,425.234371,10.9428868752,173.6727611747,19.5,36.6,43.9,21.3624,6.447,33.3103,17.6484,1.1003,2.3182,4.8028,0.0,11.1801,0.459,96.378,1.9497914462,16.5,4.9572991553,2.1460844352,10.7875818097,10.3303047388,1.3107170393,-5.6722689076,27.0493136048,33.1161538462,41.2,649.102,1217.677,5.710895087,22.67,110.09451717,19.3309247877,13.7109849492
2018,BL,285.624,551.749183843,4.0888616784,22.2789401451,19.2189731955,59.3661597065,21.414867098,97.56287987,87.3,3.6,5.1,0.2,5.6,26.0,31.4,28.9,17.4315293391,40.506818094,41.3315563797,0.7300961873,79.8,2.91,68730.24447,0.8,147.868,3.286,38.573,106.009,19504.0,995.0,3154.0,15355.0,5.9244927286,0.5844657809,517.7081604768,35.2,41.4,2.9,233.8739042,3.5113609571,173.7564070246,17.8,49.2,33.0,15.7953,9.0945,22.1689,29.7852,2.8278,2.1876,2.7408,0.0,14.1943,0.4474,126.029,2.2328511692,46.5,4.7077023143,2.0040256304,9.1692962178,8.5505093565,17.4235523748,-5.6727698052,14.9919922817,23.7623378705,47.5,144.012,282.219,5.152824337,29.79,42.1069727537,2.4149898846,0.6425850278
2018,SH,80.769,270.8914676684,5.7795065221,25.8515024329,18.8723396353,60.4353155295,20.6923448353,89.7943517934,87.8,2.0,4.1,0.0,4.2,22.6,36.1,25.1,11.4030090809,43.8896893744,43.3569011158,1.3504004289,81.6,3.22,86477.91325,2.9,45.376,1.937,13.331,30.108,6617.0,606.0,993.0,5018.0,4.9601683451,2.0438273994,563.279723433,26.4,50.3,2.6,188.1910139,3.5781054613,150.0451906053,16.2,53.3,30.6,12.9019,0.0,28.8134,45.2923,0.0,0.0,0.0,0.0,3.4235,5.1271,36.487,2.173239784,43.6,4.9687120575,1.9675601631,9.4393076181,9.3147784938,14.5069000337,-3.8884812913,5.9176389526,27.1619097222,50.5,91.677,156.406,5.511019284,26.9,46.0944937121,12.5256776392,4.7347061476
2018,AR,54.954,226.2971503871,3.6535450893,16.2135604324,20.2805983186,60.839975252,18.8794264294,76.5331004113,92.0,1.4,2.6,0.4,3.6,27.8,38.7,21.0,9.1840935287,54.7917009715,34.5010703112,1.5231351885,83.3,1.77,56527.21813,1.1,26.566,1.715,7.659,17.192,5146.0,736.0,862.0,3548.0,4.2718589003,2.0159318007,574.6841941221,17.3,58.1,2.2,171.0521527,9.1640977017,162.6633184118,20.5,51.7,27.8,33.5817,0.0,28.5521,36.0937,0.0,0.0,0.0,0.0,0.0,0.0,23.441,2.3036559874,49.9,5.2604180936,1.5890846325,10.7034895933,9.2422623451,21.912568306,-2.8390016056,19.2224055378,16.6322517483,50.1,67.261,123.19,4.227294669,31.73,31.626423189,3.116806923,0.495022276
2018,AI,16.003,92.7817717996,2.0079041305,11.0791726551,21.9396363182,59.5325876398,18.527776042,0.0,93.4,0.0,0.0,0.0,2.6,70.6,11.9,9.0,4.716050815,53.7212135275,31.9508092117,9.6119264458,83.3,0.94,61569.80218,1.9,8.893,1.067,2.88,4.946,1867.0,490.0,308.0,1069.0,9.1398522599,2.3625047631,591.9619381495,6.7,63.5,0.8,137.4742236,2.2550416603,149.9718802724,24.6,49.5,25.8,0.0,76.3081,18.0685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.307,2.487236404,54.50000000000001,4.4406917472,1.0632642212,11.6333614786,9.6944678988,39.5547945205,-2.7296587927,5.2349710271,15.2484434968,48.6,86.534,156.189,4.523554604,29.74,32.6781019156,1.3772380118,0.0
2018,SG,502.552,257.5736763877,4.9372842744,23.8230073704,20.7488976265,61.5566150369,17.6944873366,82.4810168898,88.4,1.2,3.5,0.3,3.2,45.3,21.1,17.8,9.5571543238,46.4975649151,30.4988846375,13.4463961236,81.9,2.37,72479.03802,0.9,296.359,11.577,86.742,198.04,38479.0,4244.0,6754.0,27481.0,4.8350415277,1.8417030308,552.972057748,20.3,53.7,2.2,190.6270396,4.6484981096,156.3639185597,22.1,49.9,28.0,14.2935,16.5525,14.1798,35.7979,3.6347,1.7509,4.8875,0.0,5.746,1.2088,215.902,2.2903076396,41.9,5.3293823887,1.9049197448,10.7586033384,7.6775853445,24.196645756,-4.3258853929,11.5924853347,17.750136646,47.0,449.878,964.72,5.150717854,22.01,35.9372025688,9.7081542484,2.9956017753
2018,GR,197.55,27.8028370012,2.5589110222,18.5360668185,18.2632245001,61.2513287775,20.4854467223,44.7754998734,74.9,1.1,13.1,15.1,3.1,42.5,33.2,16.4,1.9511611541,28.7618578466,27.6409570725,41.6460239268,82.7,1.52,71240.11302,-1.0,126.659,6.926,26.477,93.256,20805.0,2598.0,3039.0,15168.0,9.9282844209,1.7076338166,563.175830324,16.9,48.0,1.4,175.1455328,5.9940417666,153.6066818527,21.2,51.7,27.1,13.2638,16.8097,17.6204,29.7324,14.4785,0.0,7.8715,0.0,0.0,0.0,90.136,2.1550878672,45.0,4.6985995535,1.7353359042,9.1637913538,8.2403085042,22.8118355776,-6.0242903064,62.5761508048,23.6591361945,46.4,1684.581,4627.447,5.266764879,27.4,34.942271502,6.7850058491,0.8900869742
2018,AG,663.462,475.5761359645,8.5034981503,24.6811422508,20.320681516,62.6264955642,17.0528229198,85.0975639901,87.3,2.1,5.2,0.2,4.5,32.8,24.7,26.4,16.9899212935,44.0592613697,36.3973075964,2.5535097404,82.9,3.15,61688.66956,-0.5,334.846,10.966,96.456,227.424,45233.0,3607.0,7359.0,34267.0,7.402761311,2.342025982,589.9598424293,22.4,56.5,2.2,167.454956,4.5149492631,150.6702719975,18.3,50.6,31.1,15.1447,8.5885,16.0765,37.9949,5.1263,3.3365,5.1764,0.0,5.4699,1.1261,284.235,2.3015392193,49.6,5.0290896087,1.9648677397,10.5972271677,7.2293163126,23.4730848861,-6.9038695986,8.6029284505,18.076511837,49.6,331.791,702.784,5.079497303,22.61,50.1518338624,4.8999885264,4.3048915746
2018,TG,270.709,313.6436838873,8.9617781069,24.5026947756,20.483249541,62.5749420965,16.9418083625,67.1806256903,89.4,1.3,4.3,0.3,3.3,31.7,32.2,21.3,12.2742080261,51.9389617856,21.3895976843,14.397232504,82.6,2.25,60408.83333,1.2,132.757,8.947,40.454,83.356,20528.0,2754.0,3634.0,14140.0,8.2077859918,1.9985230315,624.5956870796,15.8,60.4,1.7,161.427954,5.7434487919,151.1216841701,19.0,52.0,29.0,13.0075,13.1289,12.6932,39.8656,3.761,2.3463,6.1675,0.0,5.4374,3.4295,116.06,2.3022746855,47.9,5.1733941851,1.8731254808,10.6515429128,7.3141090204,26.5357031494,-4.8343281651,12.0349567097,18.8914559387,50.9,199.412,417.581,5.19284476,22.47,38.5971603678,5.9193281207,3.574780596
